Object,Julian Date,UT,Magnitude Qualifier,Magnitude,Magnitude Error,Observer Name,Method,Equipment,Filter,Chart / Sequence,Visual Estimates,CCD Measurement Data: Measurement Type;Star Type;Star Id;Measured Mag;Measured Error;Reference Mag;Reference Error,Observation_Id
"GAMMA CAS","2459240.270000","25 Jan 2021 18:29:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","4025021"
"GAMMA CAS","2459238.317000","23 Jan 2021 19:37:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4047735"
"GAMMA CAS","2459238.265500","23 Jan 2021 18:21:00","Equal","2.3000","","R K Hunt","Visual","NE","No Filter","64.01","=C","","4024203"
"GAMMA CAS","2459237.356000","22 Jan 2021 20:33:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-3;C+2",": ","4121917"
"GAMMA CAS","2459236.285000","21 Jan 2021 18:50:00","Equal","2.2000","","S W Albrighton","Visual","NE","No Filter","064.01","C+1","","4027037"
"GAMMA CAS","2459236.258300","21 Jan 2021 18:12:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","4015003"
"GAMMA CAS","2459232.289600","17 Jan 2021 18:57:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","4014434"
"GAMMA CAS","2459230.277000","15 Jan 2021 18:39:00","Equal","2.1000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+2","","4047734"
"GAMMA CAS","2459227.251600","12 Jan 2021 18:01:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","4013723"
"GAMMA CAS","2459224.313800","9 Jan 2021 19:32:00","Equal","2.4000","","R K Hunt","Visual","NE","No Filter","64.01","C-1","","4013342"
"GAMMA CAS","2459223.397000","8 Jan 2021 21:32:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-3;C+2",": ","4121916"
"GAMMA CAS","2459222.311800","7 Jan 2021 19:29:00","Equal","2.4000","","R K Hunt","Visual","B10x50","No Filter","64.01","C-1","","4003332"
"GAMMA CAS","2459221.490000","6 Jan 2021 23:45:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","4027247"
"GAMMA CAS","2459221.269000","6 Jan 2021 18:27:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4047733"
"GAMMA CAS","2459221.264000","6 Jan 2021 18:20:00","Equal","2.1000","","T L Heywood","Visual","NE","No Filter","SPA","D+2","","4050890"
"GAMMA CAS","2459217.461400","2 Jan 2021 23:04:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3999023"
"GAMMA CAS","2459216.469100","1 Jan 2021 23:15:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3998157"
"GAMMA CAS","2459215.250300","31 Dec 2020 18:00:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3998029"
"GAMMA CAS","2459215.238000","31 Dec 2020 17:43:00","Equal","2.1000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+2","","4004246"
"GAMMA CAS","2459214.321000","30 Dec 2020 19:42:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3997571"
"GAMMA CAS","2459213.245100","29 Dec 2020 17:53:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3996603"
"GAMMA CAS","2459211.480200","27 Dec 2020 23:31:00","Equal","2.3000","","R K Hunt","Visual","NE","No Filter","64.01","=C","","3996485"
"GAMMA CAS","2459204.267700","20 Dec 2020 18:25:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3986881"
"GAMMA CAS","2459204.267000","20 Dec 2020 18:24:00","Equal","2.1000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+2","","4004245"
"GAMMA CAS","2459203.371000","19 Dec 2020 20:54:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4004244"
"GAMMA CAS","2459203.258300","19 Dec 2020 18:12:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3983963"
"GAMMA CAS","2459199.288200","15 Dec 2020 18:55:00","Equal","2.1000","","R K Hunt","Visual","NE","No Filter","64.01","C+2","","3978011"
"GAMMA CAS","2459199.262000","15 Dec 2020 18:17:00","Equal","2.2000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-4;B-1;C+2",": : ","4125845"
"GAMMA CAS","2459199.226000","15 Dec 2020 17:25:00","Equal","2.1000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+2","","4004243"
"GAMMA CAS","2459196.493000","12 Dec 2020 23:50:00","Equal","2.2000","","S W Albrighton","Visual","NE","No Filter","064.01","C+1","","3999219"
"GAMMA CAS","2459196.236000","12 Dec 2020 17:40:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4004242"
"GAMMA CAS","2459192.246000","8 Dec 2020 17:54:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","B-1;C+2",": ","4125844"
"GAMMA CAS","2459190.392000","6 Dec 2020 21:25:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","3999096"
"GAMMA CAS","2459190.243000","6 Dec 2020 17:50:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3977080"
"GAMMA CAS","2459186.255900","2 Dec 2020 18:08:00","Equal","2.1000","","R K Hunt","Visual","NE","No Filter","64.01","C+2","","3975711"
"GAMMA CAS","2459184.399000","30 Nov 2020 21:35:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","3999440"
"GAMMA CAS","2459184.340000","30 Nov 2020 20:10:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3975100"
"GAMMA CAS","2459179.290000","25 Nov 2020 18:58:00","Equal","2.1000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+2","","4004130"
"GAMMA CAS","2459179.285400","25 Nov 2020 18:51:00","Equal","2.1000","","R K Hunt","Visual","NE","No Filter","64.01","C+2","","3970177"
"GAMMA CAS","2459178.323000","24 Nov 2020 19:45:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4004129"
"GAMMA CAS","2459177.290000","23 Nov 2020 18:57:00","Equal","2.1000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+2","","4004128"
"GAMMA CAS","2459176.281000","22 Nov 2020 18:45:00","Equal","2.2000","","S W Albrighton","Visual","NE","No Filter","064.01","C+1","","3973410"
"GAMMA CAS","2459173.314500","19 Nov 2020 19:33:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3964390"
"GAMMA CAS","2459173.303000","19 Nov 2020 19:16:00","Equal","2.1000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+2","","4004127"
"GAMMA CAS","2459172.499000","18 Nov 2020 23:59:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-3;C+2",": ","4125843"
"GAMMA CAS","2459172.346000","18 Nov 2020 20:18:00","Equal","2.1000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+2","","4004126"
"GAMMA CAS","2459172.253000","18 Nov 2020 18:05:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","3973609"
"GAMMA CAS","2459168.400700","14 Nov 2020 21:37:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3962505"
"GAMMA CAS","2459167.354800","13 Nov 2020 20:31:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3962440"
"GAMMA CAS","2459167.309000","13 Nov 2020 19:25:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4004125"
"GAMMA CAS","2459164.358000","10 Nov 2020 20:35:00","Equal","2.1000","","S W Albrighton","Visual","NE","No Filter","064.01","B(1)v(2)C","","3973282"
"GAMMA CAS","2459164.330000","10 Nov 2020 19:55:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3962321"
"GAMMA CAS","2459164.258000","10 Nov 2020 18:11:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","B-1;C+2",": ","4125842"
"GAMMA CAS","2459162.256600","8 Nov 2020 18:09:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3960958"
"GAMMA CAS","2459161.338100","7 Nov 2020 20:07:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3960921"
"GAMMA CAS","2459160.370000","6 Nov 2020 20:53:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4004124"
"GAMMA CAS","2459159.309700","5 Nov 2020 19:26:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3959644"
"GAMMA CAS","2459158.374000","4 Nov 2020 20:58:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","4004123"
"GAMMA CAS","2459158.302000","4 Nov 2020 19:15:00","Equal","2.1000","","T L Heywood","Visual","NE","No Filter","SPA","D+2","","4043185"
"GAMMA CAS","2459158.251300","4 Nov 2020 18:02:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3957570"
"GAMMA CAS","2459157.369000","3 Nov 2020 20:52:00","Equal","2.1000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+2","","4004122"
"GAMMA CAS","2459157.262000","3 Nov 2020 18:17:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","B-1;C+2",": ","4125841"
"GAMMA CAS","2459156.444000","2 Nov 2020 22:40:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","3973133"
"GAMMA CAS","2459156.319000","2 Nov 2020 19:40:00","Equal","2.1000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+2","","4004121"
"GAMMA CAS","2459156.254500","2 Nov 2020 18:06:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3957468"
"GAMMA CAS","2459150.701000","28 Oct 2020 04:50:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-4;C+2",": ","4125840"
"GAMMA CAS","2459150.368000","27 Oct 2020 20:50:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","3969842"
"GAMMA CAS","2459150.331000","27 Oct 2020 19:57:00","Equal","2.0800","","R K Hunt","Visual","NE","No Filter","64.01","C+2","","3947113"
"GAMMA CAS","2459149.386000","26 Oct 2020 21:16:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","3969841"
"GAMMA CAS","2459149.272000","26 Oct 2020 18:31:00","Equal","2.1800","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3947017"
"GAMMA CAS","2459148.334000","25 Oct 2020 20:01:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","3969840"
"GAMMA CAS","2459148.298600","25 Oct 2020 19:10:00","Equal","2.1800","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3945415"
"GAMMA CAS","2459146.434000","23 Oct 2020 22:25:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","3959480"
"GAMMA CAS","2459146.352800","23 Oct 2020 20:28:00","Equal","2.1800","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3944368"
"GAMMA CAS","2459145.439000","22 Oct 2020 22:32:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","3969839"
"GAMMA CAS","2459145.326300","22 Oct 2020 19:50:00","Equal","2.0800","","R K Hunt","Visual","NE","No Filter","64.01","C+2","","3944111"
"GAMMA CAS","2459144.603000","22 Oct 2020 02:28:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","A-4;C+2",": ","4125839"
"GAMMA CAS","2459141.710100","19 Oct 2020 05:02:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3943548"
"GAMMA CAS","2459139.314500","16 Oct 2020 19:33:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3943204"
"GAMMA CAS","2459138.351400","15 Oct 2020 20:26:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3943116"
"GAMMA CAS","2459137.719200","15 Oct 2020 05:15:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3943142"
"GAMMA CAS","2459137.360400","14 Oct 2020 20:39:00","Equal","2.1800","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3943053"
"GAMMA CAS","2459137.306000","14 Oct 2020 19:20:00","Equal","2.3000","","S W Albrighton","Visual","NE","No Filter","064.01","V=C","","3959077"
"GAMMA CAS","2459133.356900","10 Oct 2020 20:34:00","Equal","2.0800","","R K Hunt","Visual","NE","No Filter","64.01","C+2","","3941615"
"GAMMA CAS","2459132.410000","9 Oct 2020 21:50:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","3969838"
"GAMMA CAS","2459132.368000","9 Oct 2020 20:50:00","Equal","2.0800","","R K Hunt","Visual","NE","No Filter","64.01","C+2","","3940970"
"GAMMA CAS","2459132.353000","9 Oct 2020 20:29:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","=B;C+2",": ","4125838"
"GAMMA CAS","2459131.372000","8 Oct 2020 20:56:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","3969837"
"GAMMA CAS","2459131.299000","8 Oct 2020 19:11:00","Equal","2.0800","","R K Hunt","Visual","NE","No Filter","64.01","C+2","","3940729"
"GAMMA CAS","2459129.444000","6 Oct 2020 22:40:00","Equal","2.2000","","S W Albrighton","Visual","NE","No Filter","064.01","C+1","","3958913"
"GAMMA CAS","2459129.404800","6 Oct 2020 21:43:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3940135"
"GAMMA CAS","2459127.327000","4 Oct 2020 19:51:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","3969836"
"GAMMA CAS","2459124.295000","1 Oct 2020 19:05:00","Equal","2.1000","","R K Hunt","Visual","NE","No Filter","64.01","C+2","","3938488"
"GAMMA CAS","2459122.330000","29 Sep 2020 19:55:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3936657"
"GAMMA CAS","2459121.331000","28 Sep 2020 19:57:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3936480"
"GAMMA CAS","2459118.427000","25 Sep 2020 22:15:00","Equal","2.2000","","S W Albrighton","Visual","20x80B","No Filter","064.01","C+1","","3943342"
"GAMMA CAS","2459118.340000","25 Sep 2020 20:09:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","3969759"
"GAMMA CAS","2459114.342000","21 Sep 2020 20:12:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","3969758"
"GAMMA CAS","2459114.333000","21 Sep 2020 20:00:00","Equal","2.1000","","T L Heywood","Visual","NE","No Filter","SPA","D+2","","4042537"
"GAMMA CAS","2459113.434000","20 Sep 2020 22:25:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","3969757"
"GAMMA CAS","2459112.467000","19 Sep 2020 23:12:00","Equal","2.2000","","R B I Fraser","Visual","NE","No Filter","64.01","C+1","","4005640"
"GAMMA CAS","2459112.440600","19 Sep 2020 22:34:00","Equal","2.1000","","R K Hunt","Visual","NE","No Filter","64.01","C+2","","3941805"
"GAMMA CAS","2459111.444000","18 Sep 2020 22:40:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","3969756"
"GAMMA CAS","2459110.390000","17 Sep 2020 21:22:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","=B;C+2",": ","4125837"
"GAMMA CAS","2459110.368000","17 Sep 2020 20:50:00","Equal","2.2000","","S W Albrighton","Visual","NE","No Filter","064.01","C+1","","3939336"
"GAMMA CAS","2459109.409700","16 Sep 2020 21:50:00","Equal","2.1000","","R K Hunt","Visual","NE","No Filter","64.01","C+2","","3941806"
"GAMMA CAS","2459107.420000","14 Sep 2020 22:05:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","3969755"
"GAMMA CAS","2459106.417000","13 Sep 2020 22:00:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3941807"
"GAMMA CAS","2459106.378000","13 Sep 2020 21:05:00","Equal","2.1000","","T L Heywood","Visual","NE","No Filter","SPA","D+2","","4042456"
"GAMMA CAS","2459104.407000","11 Sep 2020 21:46:00","Equal","2.1000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+2","","3969754"
"GAMMA CAS","2459102.395800","9 Sep 2020 21:30:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3941808"
"GAMMA CAS","2459101.441000","8 Sep 2020 22:35:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","3939204"
"GAMMA CAS","2459101.410000","8 Sep 2020 21:50:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","B-1;C+2",": ","4125836"
"GAMMA CAS","2459101.404800","8 Sep 2020 21:43:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3941809"
"GAMMA CAS","2459101.397000","8 Sep 2020 21:32:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","3969753"
"GAMMA CAS","2459099.410000","6 Sep 2020 21:51:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","3969752"
"GAMMA CAS","2459098.427400","5 Sep 2020 22:15:00","Equal","2.3000","","R K Hunt","Visual","NE","No Filter","64.01","=C","","3941810"
"GAMMA CAS","2459098.399000","5 Sep 2020 21:35:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","3969751"
"GAMMA CAS","2459098.392000","5 Sep 2020 21:25:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","3939132"
"GAMMA CAS","2459096.442000","3 Sep 2020 22:36:00","Equal","2.4000","","R K Hunt","Visual","NE","No Filter","64.01","C-1","","3941811"
"GAMMA CAS","2459096.375000","3 Sep 2020 21:00:00","Equal","2.5000","","S W Albrighton","Visual","NE","No Filter","064.01","C-2","","3939080"
"GAMMA CAS","2459094.361000","1 Sep 2020 20:40:00","Equal","2.0000","","L K Brundle","Visual","nakedeye","No Filter","64.01","B+1;C+3",": ","4125835"
"GAMMA CAS","2459093.462100","31 Aug 2020 23:05:00","Equal","2.4000","","R K Hunt","Visual","NE","No Filter","64.01","C-1","","3941812"
"GAMMA CAS","2459093.406000","31 Aug 2020 21:45:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","3902156"
"GAMMA CAS","2459093.397000","31 Aug 2020 21:31:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","3938851"
"GAMMA CAS","2459092.469100","30 Aug 2020 23:15:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3941813"
"GAMMA CAS","2459091.497000","29 Aug 2020 23:55:00","Equal","2.2000","","T L Heywood","Visual","NE","No Filter","SPA","D+1","","4042310"
"GAMMA CAS","2459088.397000","26 Aug 2020 21:31:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","3938850"
"GAMMA CAS","2459086.389000","24 Aug 2020 21:20:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","=B;C+2",": ","4125834"
"GAMMA CAS","2459085.471100","23 Aug 2020 23:18:00","Equal","2.1000","","R K Hunt","Visual","NE","No Filter","64.01","C+2","","3941814"
"GAMMA CAS","2459082.438000","20 Aug 2020 22:30:00","Equal","2.5000","","S W Albrighton","Visual","NE","No Filter","064.01","C-2","","3902037"
"GAMMA CAS","2459081.512100","20 Aug 2020 00:17:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3941815"
"GAMMA CAS","2459080.394000","18 Aug 2020 21:27:00","Equal","2.1000","","L K Brundle","Visual","nakedeye","No Filter","64.01","=B;C+2",": ","4125833"
"GAMMA CAS","2459079.427000","17 Aug 2020 22:15:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","3902016"
"GAMMA CAS","2459078.414000","16 Aug 2020 21:56:00","Equal","2.0000","","G M Hurst","Visual","Naked eye","No Filter","64.01","C+3","","3938849"
"GAMMA CAS","2459073.494700","11 Aug 2020 23:52:00","Equal","2.4000","","R K Hunt","Visual","NE","No Filter","64.01","C-1","","3941816"
"GAMMA CAS","2459073.417000","11 Aug 2020 22:00:00","Equal","2.4000","","S W Albrighton","Visual","NE","No Filter","064.01","C-1","","3901928"
"GAMMA CAS","2459072.476700","10 Aug 2020 23:26:00","Equal","2.2000","","R K Hunt","Visual","NE","No Filter","64.01","C+1","","3941817"
"GAMMA CAS","2459071.486800","9 Aug 2020 23:41:00","Equal","2.3000","","R K Hunt","Visual","NE","No Filter","64.01","=C","","3941818"
